segmentation_method,model,n_colors,macro_accuracy,macro_precision,macro_recall,macro_f1,macro_balanced_accuracy,rank_by_macro_f1
tip_middle_root_1_3_1,Random Forest,2,0.6505270316218973,0.6041666666666667,0.4714052287581699,0.5257575757575758,0.6237978524743231,1
tip_middle_root_1_3_1,SVM,2,0.6185311118667121,0.5433333333333333,0.5138888888888888,0.5256410256410257,0.603202947845805,2
tip_middle_root_1_2_2,Random Forest,2,0.6246174770486229,0.5594818913480886,0.49142156862745096,0.5205148381294964,0.6047243897559024,3
tip_middle_root_1_2_2,SVM,2,0.6011900714042842,0.5213607594936709,0.5204248366013072,0.5186074429771909,0.5894641189809258,4
