delta_accuracy,delta_f1,delta_balanced_accuracy,model,color,method_a,method_b
0.023684210526315752,0.02609598627477544,0.01928891479363226,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.0025445292620864812,0.005962343096234224,0.004347826086956497,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.03598971722365041,0.029969201610992702,0.02413044807139797,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.03194103194103193,0.03040061337933686,0.021594684385382146,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.04336734693877553,0.03822974935871687,0.033364413364413315,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.046798029556650245,0.04064329084842183,0.023544813695871136,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.039408866995073843,0.032591299287065334,0.023323615160349753,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.021531100478468956,0.02014604968625011,0.014563106796116498,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.012626262626262652,0.0017159629713253688,0.002764932251075214,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.014925373134328401,0.017967934508520633,0.015339578454332536,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.012315270935960632,0.000766400980993287,0.0022327044025157727,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.045454545454545525,0.042024611098212206,0.032877218934911245,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.012468827930174564,0.018875624936231072,0.014378713184174052,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.02088772845953002,0.01867816091954022,0.013986013986013957,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.06666666666666665,0.04690431519699817,0.04340277777777768,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.04784688995215314,0.0320802005012531,0.02985074626865669,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.03314917127071826,0.02859947266113666,0.026370851370851378,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.00746268656716409,0.029587482219061156,0.02626262626262621,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.017156862745097978,0.028613330938912274,0.020048309178743895,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.031088082901554404,0.032979486112074796,0.024138573291115684,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.03778337531486142,0.039062122310853264,0.028549584971603204,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.038461538461538436,0.04143607208741307,0.03243777986046026,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.04702970297029707,0.04799651567944241,0.030254777070063743,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.04603580562659837,0.06014184397163114,0.04249692496924973,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.049645390070921946,0.03745700089183335,0.02908587257617734,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.03598971722365041,0.034350154528511145,0.023809523809523947,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.022167487684729092,0.02873266132506247,0.018059855521155854,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.043256997455470736,0.04545267404998149,0.03562781044621244,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.024096385542168752,0.03379073756432238,0.019283286806651256,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.036945812807881784,0.0327844142141161,0.024590163934426257,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.01781170483460559,0.012896707476524383,0.006039349161547469,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.01799485861182526,0.023867269319810425,0.015869547946293805,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.04390243902439028,0.04518812629986768,0.04021841856557817,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.030379746835442978,0.030597918179617545,0.021201413427561766,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
