bootstrap_id,segmentation_method,model,accuracy,precision,recall,f1,balanced_accuracy
295,tip_middle_root_1_3_1,CNN,0.6209985666507405,0.3653846153846154,0.39009661835748793,0.3406341075686656,0.5610643541708868
296,tip_middle_root_1_2_2,SVM,0.5833333333333334,0.5127257799671593,0.4976190476190476,0.4896322378716745,0.5789052445302445
296,tip_middle_root_1_2_2,Random Forest,0.5738304093567251,0.5229559748427672,0.4892857142857143,0.4827737226277372,0.5719936454311454
296,tip_middle_root_1_2_2,CNN,0.5783625730994152,0.46139359698681737,0.55,0.4960917144346013,0.557446509009009
296,tip_middle_root_1_3_1,SVM,0.593859649122807,0.5423280423280423,0.4928571428571429,0.4975845410628019,0.5876447876447877
296,tip_middle_root_1_3_1,Random Forest,0.6062865497076023,0.559634317862166,0.46785714285714286,0.48491439406614245,0.5961188867438867
296,tip_middle_root_1_3_1,CNN,0.5785087719298245,0.3736842105263158,0.3369047619047619,0.33554911250972347,0.5200852638352638
297,tip_middle_root_1_2_2,SVM,0.6033208020050125,0.5909970238095238,0.5631808278867102,0.5767178830559112,0.601729302832244
297,tip_middle_root_1_2_2,Random Forest,0.6419799498746868,0.6638655462184875,0.5561002178649237,0.602753777567365,0.639161220043573
297,tip_middle_root_1_2_2,CNN,0.6133458646616541,0.602019602019602,0.6026688453159041,0.586080586080586,0.6110566448801743
297,tip_middle_root_1_3_1,SVM,0.6211152882205514,0.6195088204773435,0.5476579520697168,0.581301123767296,0.6182734204793028
297,tip_middle_root_1_3_1,Random Forest,0.6671679197994987,0.7146067415730337,0.5239651416122004,0.6028480301873231,0.6619825708061002
297,tip_middle_root_1_3_1,CNN,0.5639724310776942,0.5643825301204819,0.3872549019607843,0.38383892330698566,0.5540441176470587
298,tip_middle_root_1_2_2,SVM,0.5627565982404692,0.5168764302059496,0.49296536796536794,0.502910199556541,0.5539987743066722
298,tip_middle_root_1_2_2,Random Forest,0.6282042435742625,0.6114393125671321,0.4902597402597403,0.5429347826086957,0.6122892461525602
298,tip_middle_root_1_2_2,CNN,0.5860100051750905,0.5390893470790379,0.571969696969697,0.5375340831629175,0.5876647873961608
298,tip_middle_root_1_3_1,SVM,0.5948421597377954,0.5524620340543028,0.48376623376623373,0.5146299483648881,0.5817162138614086
298,tip_middle_root_1_3_1,Random Forest,0.6420389856822495,0.6473867595818815,0.45670995670995673,0.5328316543269814,0.6205498076339137
298,tip_middle_root_1_3_1,CNN,0.5883905468345696,0.47401685393258425,0.4399350649350649,0.41236559139784945,0.5768181924435334
299,tip_middle_root_1_2_2,SVM,0.5758632290424198,0.5207129889420696,0.5091599273807559,0.5128205128205128,0.5682592089733969
299,tip_middle_root_1_2_2,Random Forest,0.611478117258464,0.5758241758241758,0.5297078725862354,0.5468669306248923,0.6024011061044385
299,tip_middle_root_1_2_2,CNN,0.6074563415603877,0.5359703020993343,0.6356659514771414,0.5698032961190855,0.608540522908382
299,tip_middle_root_1_3_1,SVM,0.582377588157935,0.5344594594594595,0.44726852615943224,0.4836116264687693,0.5666059611929237
299,tip_middle_root_1_3_1,Random Forest,0.6326880141909044,0.6101152368758003,0.480689882818947,0.5329106280193237,0.6149675829189074
299,tip_middle_root_1_3_1,CNN,0.597562467504664,0.4974715549936789,0.4677339494966166,0.44534249343301674,0.5783009370124592
300,tip_middle_root_1_2_2,SVM,0.6195405599425701,0.47795376712328763,0.4848383500557414,0.4802767789037812,0.5892723218810176
300,tip_middle_root_1_2_2,Random Forest,0.6589519023689878,0.5445804195804196,0.4698996655518395,0.5017349063150589,0.6165931894192764
300,tip_middle_root_1_2_2,CNN,0.6425412778176598,0.556910569105691,0.5831661092530658,0.5240820957095709,0.6335410965845749
300,tip_middle_root_1_3_1,SVM,0.640229720028715,0.5015756302521008,0.4639910813823857,0.4801203007518797,0.6005270092226613
300,tip_middle_root_1_3_1,Random Forest,0.6635319454414932,0.5523255813953488,0.4114827201783724,0.4679152148664344,0.6071399614877875
300,tip_middle_root_1_3_1,CNN,0.6025412778176598,0.4295722713864307,0.40078037904124864,0.3396603396603397,0.5633272524576873
301,tip_middle_root_1_2_2,SVM,0.652792809042809,0.5156146179401992,0.6158232359230221,0.5610440778133465,0.642607879643754
301,tip_middle_root_1_2_2,Random Forest,0.6593614718614718,0.5358447488584475,0.5433594678070801,0.5394016994529158,0.6329165913801755
301,tip_middle_root_1_2_2,CNN,0.632996632996633,0.5040816326530612,0.5890947968638631,0.517970185828058,0.6318174042730531
301,tip_middle_root_1_3_1,SVM,0.6651334776334776,0.5263504611330698,0.5912330719885959,0.5569020021074815,0.6474345850597185
301,tip_middle_root_1_3_1,Random Forest,0.6879659692159692,0.5813419117647058,0.5096222380612973,0.5427631578947368,0.6472249624885925
301,tip_middle_root_1_3_1,CNN,0.5983195045695046,0.34480676328502413,0.38144452363981945,0.3270227631282398,0.562308856446078
302,tip_middle_root_1_2_2,SVM,0.5097792832167832,0.4520603835169319,0.42556102900930487,0.43819845857418116,0.5014709906951287
302,tip_middle_root_1_2_2,Random Forest,0.5542686480186481,0.5098755411255411,0.4140667761357416,0.45638321248077346,0.5405155309250136
302,tip_middle_root_1_2_2,CNN,0.6138002622377623,0.641882183908046,0.5495347564313082,0.5622222222222222,0.6095888067870827
302,tip_middle_root_1_3_1,SVM,0.5496612762237763,0.49528301886792453,0.41899288451012584,0.45395159563075604,0.5370262041598248
302,tip_middle_root_1_3_1,Random Forest,0.5888694638694638,0.5599031867688584,0.3793103448275862,0.45025974025974025,0.5682266009852217
302,tip_middle_root_1_3_1,CNN,0.5958624708624709,0.6382716049382715,0.41242474001094687,0.41339869281045755,0.5810635604816639
303,tip_middle_root_1_2_2,SVM,0.6674613402061855,0.53963133640553,0.5645205479452056,0.5435185185185185,0.6452768028982225
303,tip_middle_root_1_2_2,Random Forest,0.6818298969072165,0.5778356481481481,0.5245205479452055,0.5403370631302666,0.6463511830635118
303,tip_middle_root_1_2_2,CNN,0.6486469072164949,0.4687730968218773,0.6252054794520547,0.5231220147633522,0.6336771198913167
303,tip_middle_root_1_3_1,SVM,0.6944909793814433,0.5857549857549857,0.553972602739726,0.5584388907908251,0.6639697724442432
303,tip_middle_root_1_3_1,Random Forest,0.7292525773195877,0.6632936507936508,0.5302739726027397,0.5767508794371602,0.6847650854749235
303,tip_middle_root_1_3_1,CNN,0.6584085051546391,0.37777777777777777,0.44095890410958904,0.37764555886102846,0.594033171063059
304,tip_middle_root_1_2_2,SVM,0.6199858423784803,0.5523590333716916,0.5600995024875622,0.5560492139439508,0.608557656382121
304,tip_middle_root_1_2_2,Random Forest,0.604328187150273,0.5380137799952482,0.4918407960199005,0.5138888888888888,0.5866318604605432
304,tip_middle_root_1_2_2,CNN,0.6070248769635272,0.5334239130434782,0.6128358208955224,0.5381935138032699,0.6228457760604094
304,tip_middle_root_1_3_1,SVM,0.6356434976066878,0.5650188604327973,0.5675621890547263,0.5661764705882353,0.6249866281242011
304,tip_middle_root_1_3_1,Random Forest,0.6408177711858694,0.5961538461538461,0.4886567164179104,0.5365635615948507,0.6157957495133031
304,tip_middle_root_1_3_1,CNN,0.5861929481561383,0.5107307102708227,0.4472636815920398,0.40638297872340423,0.5850201807169685
305,tip_middle_root_1_2_2,SVM,0.617271505376344,0.41889204545454545,0.5036182722749887,0.4489937543372658,0.5882531874422268
305,tip_middle_root_1_2_2,Random Forest,0.6554099462365591,0.5170068027210885,0.4203980099502488,0.4460729469680018,0.5933922822860487
305,tip_middle_root_1_2_2,CNN,0.5424647177419355,0.3671023965141612,0.6759384893713252,0.4745484400656815,0.5693933932924737
305,tip_middle_root_1_3_1,SVM,0.6458753360215054,0.4740566037735849,0.4730890999547716,0.4612745098039216,0.6002995256518662
305,tip_middle_root_1_3_1,Random Forest,0.7010668682795699,0.5569767441860465,0.44301221166892807,0.4825653798256538,0.6310151726190727
305,tip_middle_root_1_3_1,CNN,0.598664314516129,0.31693262411347517,0.3742650384441429,0.3361665032145581,0.5236871410708109
306,tip_middle_root_1_2_2,SVM,0.5790040570136071,0.4353233830845771,0.5208695652173914,0.4678308823529412,0.5687984347223477
306,tip_middle_root_1_2_2,Random Forest,0.6305065881592646,0.4846862920011894,0.4663768115942029,0.47167613222659094,0.5945666109253066
306,tip_middle_root_1_2_2,CNN,0.6268804078555272,0.4655677655677656,0.5468115942028986,0.48986181066769985,0.5964524013980537
306,tip_middle_root_1_3_1,SVM,0.6069543675726133,0.4582470669427191,0.5063768115942029,0.47606315253374076,0.5866300204887162
306,tip_middle_root_1_3_1,Random Forest,0.6495709618353498,0.519298245614035,0.44565217391304346,0.470486965076242,0.6074847841152189
306,tip_middle_root_1_3_1,CNN,0.6368434279969841,0.5120889748549323,0.38608695652173913,0.3744342753696068,0.5639937554611468
307,tip_middle_root_1_2_2,SVM,0.6169971333014812,0.5263204225352113,0.5290316358024691,0.5237573099415205,0.6030669121911802
307,tip_middle_root_1_2_2,Random Forest,0.6196249402771141,0.5324361628709455,0.46199845679012347,0.49180242272347535,0.5925880057523103
307,tip_middle_root_1_2_2,CNN,0.6230291447682752,0.5116495806150979,0.5891203703703703,0.5420081967213115,0.6072144553842966
307,tip_middle_root_1_3_1,SVM,0.6362577639751552,0.5468045112781955,0.5384837962962963,0.5393093661305581,0.6205048568448736
307,tip_middle_root_1_3_1,Random Forest,0.6553989488772097,0.5840895341802783,0.4529320987654321,0.5083155143739606,0.6204515685533594
307,tip_middle_root_1_3_1,CNN,0.6364070711896799,0.47653750444365445,0.44232253086419754,0.43898755587773347,0.5886740184352253
308,tip_middle_root_1_2_2,SVM,0.6011228619924271,0.575593395252838,0.5556384742951908,0.5564140910601529,0.5980946407563323
308,tip_middle_root_1_2_2,Random Forest,0.621882752317535,0.6049707011517478,0.5353233830845772,0.5616537281097671,0.6142903715043019
308,tip_middle_root_1_2_2,CNN,0.6354289071680377,0.5803615046409379,0.6121890547263682,0.5850266086115143,0.6308808521495088
308,tip_middle_root_1_3_1,SVM,0.6049908604256431,0.5785321100917431,0.5426202321724709,0.5519048232616073,0.6001325282419809
308,tip_middle_root_1_3_1,Random Forest,0.6614930147538842,0.662405303030303,0.5481757877280266,0.591252542865446,0.6513433544528072
308,tip_middle_root_1_3_1,CNN,0.5948557252905079,0.4978213507625272,0.4342454394693201,0.42296446243814667,0.5749099941886011
309,tip_middle_root_1_2_2,SVM,0.5538999264164828,0.506940191875893,0.5083707635769702,0.5062086513994911,0.5486298262329294
309,tip_middle_root_1_2_2,Random Forest,0.611703867222631,0.5785103785103785,0.5308289097590854,0.5510702007319508,0.6061088993239871
309,tip_middle_root_1_2_2,CNN,0.5208486632327691,0.5087846217445225,0.5631890567578604,0.48333333333333334,0.5550667506011524
309,tip_middle_root_1_3_1,SVM,0.5600727659226555,0.5147157190635452,0.4939771335238873,0.5030857629282826,0.5524052334286104
309,tip_middle_root_1_3_1,Random Forest,0.6406058376257052,0.6275862068965516,0.5066353613719885,0.5594235448250047,0.6288732362415499
309,tip_middle_root_1_3_1,CNN,0.5166380508543864,0.49777777777777776,0.4181298489179257,0.37469772177675953,0.541287146681185
310,tip_middle_root_1_2_2,SVM,0.5799689440993789,0.5032467532467533,0.5193473193473194,0.5053128689492326,0.570335424379542
310,tip_middle_root_1_2_2,Random Forest,0.6403985507246377,0.5585695006747639,0.5122377622377623,0.533975722688024,0.618710792883587
310,tip_middle_root_1_2_2,CNN,0.6261645962732919,0.5247913598429063,0.6423076923076922,0.570628768303187,0.6278327677224737
310,tip_middle_root_1_3_1,SVM,0.5825569358178053,0.5017969451931716,0.49627039627039626,0.49299435028248584,0.5686008844097079
310,tip_middle_root_1_3_1,Random Forest,0.65527950310559,0.5973404255319149,0.47377622377622375,0.5267857142857143,0.6247557589469355
310,tip_middle_root_1_3_1,CNN,0.59277950310559,0.4722222222222222,0.4370629370629371,0.41935483870967744,0.5645792626491155
311,tip_middle_root_1_2_2,SVM,0.5905301144848183,0.468944099378882,0.4950396825396825,0.4777105964336954,0.5722763088520832
311,tip_middle_root_1_2_2,Random Forest,0.6434793429566948,0.5385487528344671,0.46825396825396826,0.4990079365079365,0.608927367391117
311,tip_middle_root_1_2_2,CNN,0.6125559980089597,0.4863799283154122,0.5099206349206349,0.47649572649572647,0.5897774685302632
311,tip_middle_root_1_3_1,SVM,0.5869835739173719,0.4611757624398074,0.4801587301587301,0.46729996346364633,0.5663928432013708
311,tip_middle_root_1_3_1,Random Forest,0.6542434046789447,0.5531645569620254,0.4920634920634921,0.5149006622516556,0.622848258328137
311,tip_middle_root_1_3_1,CNN,0.5957565953210553,0.4371035940803383,0.37996031746031744,0.36420105668999003,0.54990909517219
312,tip_middle_root_1_2_2,SVM,0.6358616526401761,0.5743589743589743,0.5541125541125541,0.5636456733230927,0.6257546419444009
312,tip_middle_root_1_2_2,Random Forest,0.6916125137601647,0.6553030303030303,0.6114718614718615,0.6320271682340648,0.6804401045741407
312,tip_middle_root_1_2_2,CNN,0.570629594119527,0.5199183673469387,0.5833333333333334,0.5294016358157555,0.5774078456683878
312,tip_middle_root_1_3_1,SVM,0.6579311814211143,0.6138814016172507,0.527056277056277,0.5666266506602642,0.6414595068586033
312,tip_middle_root_1_3_1,Random Forest,0.7085863428145307,0.6990411382616765,0.5573593073593073,0.6202046035805626,0.6887485004954884
312,tip_middle_root_1_3_1,CNN,0.5633322680302546,0.4509713228492137,0.37987012987012986,0.3818253498915829,0.5450878188076983
313,tip_middle_root_1_2_2,SVM,0.5903954802259888,0.4476733820645391,0.4840046029919447,0.4591044776119403,0.5683730137152863
313,tip_middle_root_1_2_2,Random Forest,0.640472521828454,0.5176969092721835,0.46582278481012657,0.4832096147048427,0.6029348116088104
313,tip_middle_root_1_2_2,CNN,0.6090138674884438,0.43434343434343436,0.4963176064441887,0.45571428571428574,0.573134695218237
313,tip_middle_root_1_3_1,SVM,0.6082434514637904,0.4633458646616541,0.4986191024165708,0.4745632460679338,0.585874505058678
313,tip_middle_root_1_3_1,Random Forest,0.664869029275809,0.562001329787234,0.45431530494821637,0.48879551820728295,0.6219262156370783
313,tip_middle_root_1_3_1,CNN,0.6284882725560692,0.4317833418497701,0.38642117376294594,0.37481437481437485,0.5593767254680552
314,tip_middle_root_1_2_2,SVM,0.664588827619276,0.5902061855670103,0.588963963963964,0.5865384615384615,0.6446568751028525
314,tip_middle_root_1_2_2,Random Forest,0.6710021577559339,0.5886243386243386,0.5757319819819819,0.580026268880758,0.6450608996579168
314,tip_middle_root_1_2_2,CNN,0.5480999760249341,0.5169065952460663,0.5774211711711712,0.4831302167012814,0.5994373636656478
314,tip_middle_root_1_3_1,SVM,0.6546092064253177,0.5843326885880077,0.5709459459459459,0.5742836845844186,0.6346519469333305
314,tip_middle_root_1_3_1,Random Forest,0.7113102373531527,0.643399913156752,0.5892454954954955,0.6138295197384963,0.6829826389253614
314,tip_middle_root_1_3_1,CNN,0.5145948213857588,0.4797752808988764,0.4009009009009009,0.34387075998282524,0.55541061368403
315,tip_middle_root_1_2_2,SVM,0.6255388258150689,0.5500910746812386,0.5519604111153407,0.5447435012652404,0.6143021723843101
315,tip_middle_root_1_2_2,Random Forest,0.6338716532086698,0.5824255628177197,0.49619337647506656,0.5276842105263158,0.6118670006059765
315,tip_middle_root_1_2_2,CNN,0.6033179527654666,0.49683830171635046,0.6087742672249714,0.5277969543147208,0.6011371546615722
315,tip_middle_root_1_3_1,SVM,0.6227460384918948,0.5428571428571428,0.5243623905595736,0.5287433798748195,0.6071757225173047
315,tip_middle_root_1_3_1,Random Forest,0.6530568878635177,0.6050896624472574,0.5040921202893034,0.5402185792349727,0.6293298860266083
315,tip_middle_root_1_3_1,CNN,0.5978841600388561,0.4163551401869159,0.4273886562618957,0.3808511930058891,0.5653403666928742
316,tip_middle_root_1_2_2,SVM,0.5545112781954887,0.48903276955602537,0.4468957871396896,0.46410564225690276,0.5392472902515945
316,tip_middle_root_1_2_2,Random Forest,0.5747589081399149,0.5450487012987013,0.38902439024390245,0.44784211667751034,0.5497158150314535
316,tip_middle_root_1_2_2,CNN,0.5549607714939523,0.49377394636015326,0.5953436807095344,0.5284433875983172,0.5636974813804082
316,tip_middle_root_1_3_1,SVM,0.5998488067996077,0.5544354838709677,0.5016629711751663,0.5203007518796992,0.5851075036871307
316,tip_middle_root_1_3_1,Random Forest,0.6036082052958482,0.5778401122019635,0.3921286031042129,0.4627290928692438,0.5757777253831773
316,tip_middle_root_1_3_1,CNN,0.5436825760052304,0.49468954248366015,0.39767184035476716,0.40788759163725224,0.5306609578847743
317,tip_middle_root_1_2_2,SVM,0.5577148125820064,0.5083296147553176,0.5433767749465084,0.5131361533377395,0.5621788180952638
317,tip_middle_root_1_2_2,Random Forest,0.5791872052200433,0.5257328447701533,0.5382221357712507,0.5218023255813954,0.5788000631009365
317,tip_middle_root_1_2_2,CNN,0.6096847405936381,0.5064499484004128,0.5555339428126823,0.5286638716733504,0.5701712776264369
317,tip_middle_root_1_3_1,SVM,0.5737614809035781,0.5172227371022552,0.5570900602995525,0.5269296013570823,0.5750761306282453
317,tip_middle_root_1_3_1,Random Forest,0.6129295365083869,0.5700111482720178,0.5124489398949621,0.5300183785991424,0.6073608335838446
317,tip_middle_root_1_3_1,CNN,0.6180006383205078,0.41301272984441306,0.38397198988523634,0.3890253890253891,0.5458137461387904
318,tip_middle_root_1_2_2,SVM,0.5909790640394088,0.5177806619078521,0.5491978609625668,0.5266666666666666,0.5878637825171805
318,tip_middle_root_1_2_2,Random Forest,0.6021654351395731,0.5427098674521356,0.4715049656226127,0.49855407750144587,0.5848031391934171
318,tip_middle_root_1_2_2,CNN,0.5730449507389163,0.48535653650254673,0.607257448433919,0.5283211272828404,0.5685363857166257
318,tip_middle_root_1_3_1,SVM,0.6078869047619048,0.5469696969696969,0.5232238349885409,0.5246077305778798,0.5993334928113363
318,tip_middle_root_1_3_1,Random Forest,0.6254361658456487,0.5854743083003953,0.44430863254392666,0.49607594341839373,0.60129842366646
318,tip_middle_root_1_3_1,CNN,0.5733784893267653,0.42391304347826086,0.4042016806722689,0.3681917211328976,0.5333698457503597
319,tip_middle_root_1_2_2,SVM,0.6184425200803212,0.47735411839056247,0.5244427558257345,0.4987349051178839,0.5868012098456403
319,tip_middle_root_1_2_2,Random Forest,0.6597954317269077,0.5874840357598978,0.4461752786220871,0.49652283862810176,0.5997994351404865
319,tip_middle_root_1_2_2,CNN,0.6068649598393574,0.5282216494845361,0.5543313069908815,0.4746863799283154,0.621022640734781
319,tip_middle_root_1_3_1,SVM,0.6773657128514057,0.5499018783291281,0.5257092198581561,0.5365497076023391,0.6349756805795604
319,tip_middle_root_1_3_1,Random Forest,0.6898217871485943,0.6153846153846154,0.4321175278622087,0.4969570509476613,0.6205483375383251
319,tip_middle_root_1_3_1,CNN,0.6075238453815262,0.5294117647058824,0.43781661600810534,0.37406240624062403,0.5999774023084411
320,tip_middle_root_1_2_2,SVM,0.6576094632768361,0.6832570556826849,0.5763443856227362,0.6241157686244392,0.6573739188092105
320,tip_middle_root_1_2_2,Random Forest,0.6910840395480227,0.7256944444444444,0.633950961270549,0.6709060170598632,0.700277992578563
320,tip_middle_root_1_2_2,CNN,0.6269597457627119,0.6171023965141613,0.5706324881582614,0.5849756097560975,0.5945703664400491
320,tip_middle_root_1_3_1,SVM,0.6680084745762712,0.7041095890410959,0.58790749512399,0.6387254901960784,0.6704370269578958
320,tip_middle_root_1_3_1,Random Forest,0.6959569209039548,0.7766169154228856,0.5788520479242129,0.6574513258345756,0.7067091184296669
320,tip_middle_root_1_3_1,CNN,0.6062853107344632,0.6105263157894737,0.40777375313457787,0.4512768817204301,0.5669628512937491
321,tip_middle_root_1_2_2,SVM,0.5784664773428818,0.5087139974316639,0.48245154531168155,0.49217638691322907,0.5670292193256126
321,tip_middle_root_1_2_2,Random Forest,0.5786516853932584,0.4934419713831479,0.45582329317269077,0.4736156957552652,0.5599330718308726
321,tip_middle_root_1_2_2,CNN,0.6109396221755772,0.5288525462039623,0.6150689715383273,0.5661231884057971,0.603365878410058
321,tip_middle_root_1_3_1,SVM,0.5838992468205951,0.5161764705882352,0.4909202025493278,0.4995333125916708,0.5734759373249666
321,tip_middle_root_1_3_1,Random Forest,0.6114952463267069,0.55,0.429369652523136,0.48127066731717894,0.5868320083761465
321,tip_middle_root_1_3_1,CNN,0.5637424373379429,0.42490842490842495,0.34110354461323555,0.3561364479050797,0.5193640685339117
322,tip_middle_root_1_2_2,SVM,0.6247508902610344,0.5526413345690454,0.5525474525474525,0.546916634944804,0.6160926885730917
322,tip_middle_root_1_2_2,Random Forest,0.6559998693194813,0.5945912263210369,0.5152847152847153,0.5489274657231313,0.6348819992996925
322,tip_middle_root_1_2_2,CNN,0.6278545525825737,0.5397012578616351,0.5701298701298702,0.5415639054112869,0.6065001720936771
322,tip_middle_root_1_3_1,SVM,0.6497598745467019,0.5867283950617284,0.5638361638361638,0.5672932706729328,0.6402140878904596
322,tip_middle_root_1_3_1,Random Forest,0.6752915809075761,0.6439909297052154,0.49170829170829167,0.5517113095238095,0.6490829625768035
322,tip_middle_root_1_3_1,CNN,0.6134960305792414,0.5412186379928315,0.3951048951048951,0.4087172218284904,0.5629873113075801
323,tip_middle_root_1_2_2,SVM,0.576641015522231,0.4434379608173583,0.489648033126294,0.45653912050256995,0.5528597308488612
323,tip_middle_root_1_2_2,Random Forest,0.656767955801105,0.560904255319149,0.5454192546583851,0.5389187116564418,0.6276203416149069
323,tip_middle_root_1_2_2,CNN,0.5980827413838463,0.45967741935483875,0.536620082815735,0.4766209995008043,0.589738612836439
323,tip_middle_root_1_3_1,SVM,0.5832182320441989,0.424512987012987,0.45561594202898553,0.4356687898089172,0.5514686853002071
323,tip_middle_root_1_3_1,Random Forest,0.6637726913970008,0.5557371096586783,0.4773550724637681,0.5,0.6181418219461698
323,tip_middle_root_1_3_1,CNN,0.5793870034201526,0.3497782705099778,0.3559782608695652,0.31955725433986304,0.5373641304347826
324,tip_middle_root_1_2_2,SVM,0.6109787533197938,0.5753968253968254,0.539751552795031,0.5508394044979411,0.6059025675982037
324,tip_middle_root_1_2_2,Random Forest,0.5921730979534447,0.5608465608465608,0.4893374741200828,0.5151532158491413,0.5838600852227549
324,tip_middle_root_1_2_2,CNN,0.6239259490704577,0.5562857748569006,0.5768115942028986,0.5567562004733971,0.6106375778560271
324,tip_middle_root_1_3_1,SVM,0.6215630370254648,0.5879120879120879,0.5466873706004141,0.5590318772136953,0.6166520298989535
324,tip_middle_root_1_3_1,Random Forest,0.6234768004999219,0.6027667984189724,0.4675983436853002,0.5205959126504106,0.6084458475216472
324,tip_middle_root_1_3_1,CNN,0.5959615685049211,0.508888888888889,0.3687370600414079,0.389520202020202,0.5588308625756997
325,tip_middle_root_1_2_2,SVM,0.6003095975232198,0.46759747102212856,0.5278169014084507,0.4942632850241546,0.5849741497111008
325,tip_middle_root_1_2_2,Random Forest,0.6577399380804954,0.545626975763962,0.5572769953051644,0.5487616099071208,0.6364498039933003
325,tip_middle_root_1_2_2,CNN,0.5956656346749226,0.44863731656184486,0.5046948356807511,0.46166263115415657,0.5736804965263954
325,tip_middle_root_1_3_1,SVM,0.6405572755417956,0.5183982683982684,0.5553990610328638,0.5328467153284672,0.6229057948403434
325,tip_middle_root_1_3_1,Random Forest,0.6763157894736842,0.578853046594982,0.4996478873239437,0.533311475409836,0.6387658840745005
325,tip_middle_root_1_3_1,CNN,0.5792569659442725,0.34833333333333333,0.336150234741784,0.3047953216374269,0.5233272182112282
326,tip_middle_root_1_2_2,SVM,0.6081033091202582,0.5791624958291625,0.552536231884058,0.560562248995984,0.607453970471257
326,tip_middle_root_1_2_2,Random Forest,0.616771589991929,0.5942460317460317,0.5634057971014492,0.5715367447792126,0.6179925014065926
326,tip_middle_root_1_2_2,CNN,0.5909281678773204,0.5245686421605401,0.6177536231884058,0.5607405616386308,0.5698373202956755
326,tip_middle_root_1_3_1,SVM,0.5911864406779661,0.5608535300316122,0.5163043478260869,0.5335807050092765,0.5877204470054129
326,tip_middle_root_1_3_1,Random Forest,0.6506698950766747,0.6412878787878789,0.5760869565217391,0.5983348908334041,0.6518877442135693
326,tip_middle_root_1_3_1,CNN,0.5567393058918482,0.4533248081841432,0.36775362318840576,0.38077095472882116,0.5136124206972819
327,tip_middle_root_1_2_2,SVM,0.5902146464646465,0.5003813882532417,0.49521622655951014,0.4958850673136388,0.5762833886996575
327,tip_middle_root_1_2_2,Random Forest,0.6184974747474747,0.5476137377341659,0.4962686567164179,0.5154407636159462,0.6019811768321117
327,tip_middle_root_1_2_2,CNN,0.5978535353535352,0.5092592592592593,0.6192116341370073,0.5420845703281714,0.5888183870522493
327,tip_middle_root_1_3_1,SVM,0.5985479797979798,0.5106175514626219,0.47493302717183317,0.490371946893686,0.5800933873442695
327,tip_middle_root_1_3_1,Random Forest,0.626641414141414,0.5657142857142857,0.4578071182548794,0.49868841240875916,0.6036778051090181
327,tip_middle_root_1_3_1,CNN,0.5898989898989899,0.4305555555555556,0.4176234213547646,0.38599706744868034,0.5477362185336221
328,tip_middle_root_1_2_2,SVM,0.6269248188405797,0.48169191919191917,0.6344444444444444,0.533813525410164,0.6355982905982906
328,tip_middle_root_1_2_2,Random Forest,0.6559103260869565,0.5240147783251231,0.558888888888889,0.5248447204968945,0.6386324786324786
328,tip_middle_root_1_2_2,CNN,0.6382472826086957,0.4371304690579425,0.5522222222222222,0.4758826985737941,0.6026068376068376
328,tip_middle_root_1_3_1,SVM,0.6435688405797102,0.48893360160965793,0.5933333333333333,0.5279928528886242,0.635982905982906
328,tip_middle_root_1_3_1,Random Forest,0.6966711956521738,0.5735930735930735,0.5825925925925926,0.5615125155334635,0.675911680911681
328,tip_middle_root_1_3_1,CNN,0.6323596014492754,0.3327272727272727,0.4277777777777778,0.3622990078686281,0.5647435897435897
329,tip_middle_root_1_2_2,SVM,0.6103232132226775,0.509384548232213,0.5166666666666666,0.4992251621419962,0.5980757520399465
329,tip_middle_root_1_2_2,Random Forest,0.6077494134537942,0.5252100840336134,0.4715384615384616,0.48006644518272423,0.5876143166296619
329,tip_middle_root_1_2_2,CNN,0.6213888013446791,0.46095317725752505,0.6093589743589743,0.5195344129554655,0.5967647995653111
329,tip_middle_root_1_3_1,SVM,0.6218790489197044,0.5192857142857144,0.512948717948718,0.502674761074713,0.6067209793616444
329,tip_middle_root_1_3_1,Random Forest,0.642767097384179,0.5618872549019608,0.4774358974358974,0.5008130081300813,0.6163896695802067
329,tip_middle_root_1_3_1,CNN,0.6213888013446791,0.3782654127481714,0.3717948717948718,0.362696029362696,0.5475388315861462
330,tip_middle_root_1_2_2,SVM,0.6529753437648174,0.6582278481012658,0.637545899632803,0.6471163245356794,0.6514554625498481
330,tip_middle_root_1_2_2,Random Forest,0.6809111743322269,0.7176024638711206,0.5725214198286414,0.6367611792918606,0.6817191139890235
330,tip_middle_root_1_2_2,CNN,0.635826616089774,0.648960518786954,0.6116891064871481,0.6135129533678756,0.6078819046866979
330,tip_middle_root_1_3_1,SVM,0.677275960170697,0.7029712521705576,0.6201040391676866,0.6580173556192024,0.678685296324081
330,tip_middle_root_1_3_1,Random Forest,0.6894262683736367,0.7627919911012235,0.55890452876377,0.643719806763285,0.6947324002053145
330,tip_middle_root_1_3_1,CNN,0.5876797850482061,0.6041666666666667,0.41967564259485923,0.4384854276158624,0.5543199944723023
331,tip_middle_root_1_2_2,SVM,0.6341537966537967,0.5052790346907994,0.5487311924545251,0.5260536988551774,0.6133723873987396
331,tip_middle_root_1_2_2,Random Forest,0.6898487773487774,0.5865800865800865,0.4790029193801931,0.5251100090801145,0.6425150420330508
331,tip_middle_root_1_2_2,CNN,0.6638191763191763,0.5988372093023255,0.6089153379743992,0.5845509239363988,0.6387743073573184
