segmentation_method,model,accuracy,precision,recall,f1,balanced_accuracy
tip_middle_root_1_2_2,Random Forest,0.7960539928193947,0.3754085749132189,0.36135315259707124,0.36658317131304574,0.6159004294233152
tip_middle_root_1_2_2,SVM,0.7355854087163649,0.3512863401035444,0.5790844353935907,0.4195391241164786,0.6735295238095469
tip_middle_root_1_3_1,Random Forest,0.7928857959980211,0.32563452105048846,0.3186227932468534,0.32196857300103743,0.5952020887300846
tip_middle_root_1_3_1,SVM,0.753049233475539,0.3725583105076228,0.589131523054566,0.4364253583608423,0.6895466528146603
