segmentation_method,model,accuracy,precision,recall,f1,balanced_accuracy
tip_middle_root_1_2_2,CNN,0.6754854448190144,0.23694345326988606,0.4329581103696539,0.295755480328021,0.5648218632439572
tip_middle_root_1_3_1,CNN,0.6657289981351048,0.21833139561634374,0.36349419524894977,0.25547524634825575,0.5392073881061481
