segmentation_method,model,region,color,n_samples,n_patients,accuracy,precision,recall,f1,balanced_accuracy,TN,FP,FN,TP
tip_middle_root_1_2_2,SVM,舌根,淡紅,78,78,0.6538461538461539,0.35714285714285715,0.5263157894736842,0.425531914893617,0.6106155218554862,41,18,9,10
tip_middle_root_1_2_2,SVM,舌根,淡白,95,95,0.9157894736842105,0.0,0.0,0.0,0.47282608695652173,87,5,3,0
tip_middle_root_1_2_2,SVM,舌根,鮮紅,63,63,0.8571428571428571,0.6,0.3,0.4,0.6311320754716981,51,2,7,3
tip_middle_root_1_2_2,SVM,舌根,暗紅,73,73,0.4794520547945205,0.23529411764705882,0.4,0.2962962962962963,0.4547169811320755,27,26,12,8
tip_middle_root_1_2_2,SVM,舌根,青紫,97,97,0.9175257731958762,0.14285714285714285,0.3333333333333333,0.2,0.6347517730496454,88,6,2,1
tip_middle_root_1_2_2,Random Forest,舌尖,淡紅,77,77,0.7922077922077922,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.720508166969147,50,8,8,11
tip_middle_root_1_2_2,Random Forest,舌尖,淡白,94,94,0.9893617021276596,1.0,0.5,0.6666666666666666,0.75,92,0,1,1
tip_middle_root_1_2_2,Random Forest,舌尖,鮮紅,72,72,0.6666666666666666,0.5625,0.6428571428571429,0.6,0.6623376623376623,30,14,10,18
tip_middle_root_1_2_2,Random Forest,舌尖,暗紅,81,81,0.7283950617283951,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.5250533049040511,56,11,11,3
tip_middle_root_1_2_2,Random Forest,舌尖,青紫,79,79,0.7215189873417721,0.1,0.07142857142857142,0.08333333333333333,0.4664835164835165,56,9,13,1
tip_middle_root_1_2_2,Random Forest,舌中,淡紅,74,74,0.7432432432432432,0.5,0.631578947368421,0.5581395348837209,0.7066985645933015,43,12,7,12
tip_middle_root_1_2_2,Random Forest,舌中,淡白,95,95,0.9157894736842105,0.0,0.0,0.0,0.47282608695652173,87,5,3,0
tip_middle_root_1_2_2,Random Forest,舌中,鮮紅,67,67,0.9402985074626866,1.0,0.7142857142857143,0.8333333333333334,0.8571428571428572,53,0,4,10
tip_middle_root_1_2_2,Random Forest,舌中,暗紅,78,78,0.6923076923076923,0.35714285714285715,0.25,0.29411764705882354,0.5474137931034483,49,9,15,5
