region,n_items,unanimous_n,unanimous_rate,three_one_n,three_one_rate,two_two_n,two_two_rate,fleiss_kappa,best_segmentation_method,best_model,n_evaluable_colors,best_macro_f1,best_macro_balanced_accuracy
舌尖,600,330,0.55,173,0.28833333333333333,97,0.16166666666666665,0.29493090692135693,tip_middle_root_1_3_1,SVM,5,0.4386253574986343,0.7029414714948421
舌中,600,321,0.535,173,0.28833333333333333,106,0.17666666666666667,0.24988987977755256,tip_middle_root_1_3_1,SVM,5,0.42240500240500245,0.6872524314778088
舌左邊,600,334,0.5566666666666666,172,0.2866666666666667,94,0.15666666666666668,0.31086697878521,tip_middle_root_1_3_1,SVM,5,0.4671679845360551,0.7078833600999628
舌右邊,600,337,0.5616666666666666,164,0.2733333333333333,99,0.165,0.3156359460677965,tip_middle_root_1_2_2,SVM,5,0.4777973621057273,0.6878701273226733
舌根,600,354,0.59,152,0.25333333333333335,94,0.15666666666666668,0.26623305038033257,tip_middle_root_1_2_2,SVM,5,0.26436564223798265,0.5608084876930854
