delta_accuracy,delta_f1,delta_balanced_accuracy,model,color,method_a,method_b
0.019138755980861233,0.0010808724184520058,0.0030508474576271816,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
-0.0049261083743842304,-0.042129749289221974,-0.03735431235431241,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.010152284263959421,0.007518796992481258,0.007874015748031482,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.03125,0.02723621044381308,0.028232636928289034,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.04017857142857151,0.0429534510433387,0.04271206690561524,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.010638297872340385,-0.0021645021645022577,0.003042003042003083,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
-0.02336448598130847,-0.05528021349599699,-0.0458485176795036,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
-0.014705882352941124,-0.03274036887482257,-0.01921583850931674,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
-0.01388888888888895,-0.043854273067756244,-0.03396244043726049,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.004807692307692291,0.0034449988120693886,0.0035714285714285587,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.0,-0.015032586461157904,-0.006231306081754817,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
-0.004999999999999893,-0.00982522437411426,-0.007575757575757569,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
-0.004901960784313708,-0.011689070718877814,-0.009050005112997361,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.01005025125628145,-0.0034711121260561084,0.0012181616832780406,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.0,-0.016920026437541313,-0.010666666666666602,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.0,-0.01179235206152529,-0.00940043562994397,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.0,-0.020915032679738488,-0.0097138633724001,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
-0.010204081632652962,-0.02401656314699796,-0.020050125313283207,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
-0.03791469194312791,-0.07053461875547762,-0.06026829749457496,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
-0.004587155963302725,-0.020958879829847565,-0.013024475524475498,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
-0.004950495049504955,-0.018918918918918948,-0.012457770270270285,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.05699481865284972,0.06940926132333569,0.06221689315214496,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
-0.018867924528301883,-0.03895012142723708,-0.025029366585343826,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
-0.019323671497584516,-0.028483882828778007,-0.022170965919789176,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.0,-0.02110389610389607,-0.018073667353008416,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.044334975369458074,0.04064171122994653,0.04060150375939853,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
-0.01941747572815533,-0.04310038447869213,-0.031845238095238204,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.030000000000000027,0.021072796934865856,0.022556390977443663,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.03864734299516914,0.030715985290936665,0.03721213255944589,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
