segmentation_method,model,accuracy,precision,recall,f1,balanced_accuracy
tip_middle_root_1_2_2,CNN,0.6090117044183414,0.20569915090175922,0.37867243867243866,0.24392737329216457,0.5042502972392715
tip_middle_root_1_3_1,CNN,0.5792296101624748,0.2055878463776124,0.4119369519369519,0.2490658686520804,0.5083017739448424
