segmentation_method,image_id,region,original_image,region_file,pixel_count,tip_ratio,middle_ratio,root_ratio,left_ratio,center_ratio,right_ratio
tip_middle_root_1_2_2,10,舌根,/Users/yuchiwu/Desktop/tongue_project/images_json/10.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_2_2/regions/舌根/10.png,499829,0.2,0.4,0.4,0.25,0.5,0.25
tip_middle_root_1_2_2,10,舌尖,/Users/yuchiwu/Desktop/tongue_project/images_json/10.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_2_2/regions/舌尖/10.png,108549,0.2,0.4,0.4,0.25,0.5,0.25
tip_middle_root_1_2_2,10,舌左邊,/Users/yuchiwu/Desktop/tongue_project/images_json/10.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_2_2/regions/舌左邊/10.png,92768,0.2,0.4,0.4,0.25,0.5,0.25
tip_middle_root_1_2_2,10,舌中,/Users/yuchiwu/Desktop/tongue_project/images_json/10.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_2_2/regions/舌中/10.png,284262,0.2,0.4,0.4,0.25,0.5,0.25
tip_middle_root_1_2_2,10,舌右邊,/Users/yuchiwu/Desktop/tongue_project/images_json/10.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_2_2/regions/舌右邊/10.png,63400,0.2,0.4,0.4,0.25,0.5,0.25
tip_middle_root_1_2_2,11,舌根,/Users/yuchiwu/Desktop/tongue_project/images_json/11.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_2_2/regions/舌根/11.png,420767,0.2,0.4,0.4,0.25,0.5,0.25
tip_middle_root_1_2_2,11,舌尖,/Users/yuchiwu/Desktop/tongue_project/images_json/11.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_2_2/regions/舌尖/11.png,85645,0.2,0.4,0.4,0.25,0.5,0.25
tip_middle_root_1_2_2,11,舌左邊,/Users/yuchiwu/Desktop/tongue_project/images_json/11.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_2_2/regions/舌左邊/11.png,53479,0.2,0.4,0.4,0.25,0.5,0.25
tip_middle_root_1_2_2,11,舌中,/Users/yuchiwu/Desktop/tongue_project/images_json/11.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_2_2/regions/舌中/11.png,238289,0.2,0.4,0.4,0.25,0.5,0.25
tip_middle_root_1_2_2,11,舌右邊,/Users/yuchiwu/Desktop/tongue_project/images_json/11.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_2_2/regions/舌右邊/11.png,76756,0.2,0.4,0.4,0.25,0.5,0.25
tip_middle_root_1_2_2,13,舌根,/Users/yuchiwu/Desktop/tongue_project/images_json/13.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_2_2/regions/舌根/13.png,370127,0.2,0.4,0.4,0.25,0.5,0.25
tip_middle_root_1_2_2,13,舌尖,/Users/yuchiwu/Desktop/tongue_project/images_json/13.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_2_2/regions/舌尖/13.png,145598,0.2,0.4,0.4,0.25,0.5,0.25
tip_middle_root_1_2_2,13,舌左邊,/Users/yuchiwu/Desktop/tongue_project/images_json/13.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_2_2/regions/舌左邊/13.png,105795,0.2,0.4,0.4,0.25,0.5,0.25
tip_middle_root_1_2_2,13,舌中,/Users/yuchiwu/Desktop/tongue_project/images_json/13.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_2_2/regions/舌中/13.png,231976,0.2,0.4,0.4,0.25,0.5,0.25
tip_middle_root_1_2_2,13,舌右邊,/Users/yuchiwu/Desktop/tongue_project/images_json/13.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_2_2/regions/舌右邊/13.png,101428,0.2,0.4,0.4,0.25,0.5,0.25
tip_middle_root_1_2_2,17,舌根,/Users/yuchiwu/Desktop/tongue_project/images_json/17.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_2_2/regions/舌根/17.png,344213,0.2,0.4,0.4,0.25,0.5,0.25
tip_middle_root_1_2_2,17,舌尖,/Users/yuchiwu/Desktop/tongue_project/images_json/17.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_2_2/regions/舌尖/17.png,123238,0.2,0.4,0.4,0.25,0.5,0.25
tip_middle_root_1_2_2,17,舌左邊,/Users/yuchiwu/Desktop/tongue_project/images_json/17.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_2_2/regions/舌左邊/17.png,97514,0.2,0.4,0.4,0.25,0.5,0.25
tip_middle_root_1_2_2,17,舌中,/Users/yuchiwu/Desktop/tongue_project/images_json/17.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_2_2/regions/舌中/17.png,217382,0.2,0.4,0.4,0.25,0.5,0.25
tip_middle_root_1_2_2,17,舌右邊,/Users/yuchiwu/Desktop/tongue_project/images_json/17.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_2_2/regions/舌右邊/17.png,83985,0.2,0.4,0.4,0.25,0.5,0.25
tip_middle_root_1_2_2,19,舌根,/Users/yuchiwu/Desktop/tongue_project/images_json/19.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_2_2/regions/舌根/19.png,816392,0.2,0.4,0.4,0.25,0.5,0.25
tip_middle_root_1_2_2,19,舌尖,/Users/yuchiwu/Desktop/tongue_project/images_json/19.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_2_2/regions/舌尖/19.png,333052,0.2,0.4,0.4,0.25,0.5,0.25
tip_middle_root_1_2_2,19,舌左邊,/Users/yuchiwu/Desktop/tongue_project/images_json/19.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_2_2/regions/舌左邊/19.png,255095,0.2,0.4,0.4,0.25,0.5,0.25
tip_middle_root_1_2_2,19,舌中,/Users/yuchiwu/Desktop/tongue_project/images_json/19.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_2_2/regions/舌中/19.png,524475,0.2,0.4,0.4,0.25,0.5,0.25
tip_middle_root_1_2_2,19,舌右邊,/Users/yuchiwu/Desktop/tongue_project/images_json/19.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_2_2/regions/舌右邊/19.png,230693,0.2,0.4,0.4,0.25,0.5,0.25
tip_middle_root_1_2_2,2,舌根,/Users/yuchiwu/Desktop/tongue_project/images_json/2.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_2_2/regions/舌根/2.png,262896,0.2,0.4,0.4,0.25,0.5,0.25
tip_middle_root_1_2_2,2,舌尖,/Users/yuchiwu/Desktop/tongue_project/images_json/2.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_2_2/regions/舌尖/2.png,85333,0.2,0.4,0.4,0.25,0.5,0.25
tip_middle_root_1_2_2,2,舌左邊,/Users/yuchiwu/Desktop/tongue_project/images_json/2.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_2_2/regions/舌左邊/2.png,73423,0.2,0.4,0.4,0.25,0.5,0.25
tip_middle_root_1_2_2,2,舌中,/Users/yuchiwu/Desktop/tongue_project/images_json/2.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_2_2/regions/舌中/2.png,173228,0.2,0.4,0.4,0.25,0.5,0.25
tip_middle_root_1_2_2,2,舌右邊,/Users/yuchiwu/Desktop/tongue_project/images_json/2.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_2_2/regions/舌右邊/2.png,71179,0.2,0.4,0.4,0.25,0.5,0.25
tip_middle_root_1_2_2,20,舌根,/Users/yuchiwu/Desktop/tongue_project/images_json/20.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_2_2/regions/舌根/20.png,705266,0.2,0.4,0.4,0.25,0.5,0.25
tip_middle_root_1_2_2,20,舌尖,/Users/yuchiwu/Desktop/tongue_project/images_json/20.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_2_2/regions/舌尖/20.png,201404,0.2,0.4,0.4,0.25,0.5,0.25
tip_middle_root_1_2_2,20,舌左邊,/Users/yuchiwu/Desktop/tongue_project/images_json/20.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_2_2/regions/舌左邊/20.png,176647,0.2,0.4,0.4,0.25,0.5,0.25
tip_middle_root_1_2_2,20,舌中,/Users/yuchiwu/Desktop/tongue_project/images_json/20.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_2_2/regions/舌中/20.png,400520,0.2,0.4,0.4,0.25,0.5,0.25
tip_middle_root_1_2_2,20,舌右邊,/Users/yuchiwu/Desktop/tongue_project/images_json/20.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_2_2/regions/舌右邊/20.png,132820,0.2,0.4,0.4,0.25,0.5,0.25
tip_middle_root_1_2_2,23,舌根,/Users/yuchiwu/Desktop/tongue_project/images_json/23.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_2_2/regions/舌根/23.png,784304,0.2,0.4,0.4,0.25,0.5,0.25
