segmentation_method,image_id,region,original_image,region_file,pixel_count,tip_ratio,middle_ratio,root_ratio,left_ratio,center_ratio,right_ratio
tip_middle_root_1_3_1,2,舌中,/Users/yuchiwu/Desktop/tongue_project/images_json/2.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌中/2.png,260096,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,2,舌右邊,/Users/yuchiwu/Desktop/tongue_project/images_json/2.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌右邊/2.png,107603,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,20,舌根,/Users/yuchiwu/Desktop/tongue_project/images_json/20.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌根/20.png,310413,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,20,舌尖,/Users/yuchiwu/Desktop/tongue_project/images_json/20.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌尖/20.png,201404,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,20,舌左邊,/Users/yuchiwu/Desktop/tongue_project/images_json/20.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌左邊/20.png,273959,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,20,舌中,/Users/yuchiwu/Desktop/tongue_project/images_json/20.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌中/20.png,601426,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,20,舌右邊,/Users/yuchiwu/Desktop/tongue_project/images_json/20.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌右邊/20.png,229455,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,23,舌根,/Users/yuchiwu/Desktop/tongue_project/images_json/23.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌根/23.png,331837,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,23,舌尖,/Users/yuchiwu/Desktop/tongue_project/images_json/23.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌尖/23.png,291939,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,23,舌左邊,/Users/yuchiwu/Desktop/tongue_project/images_json/23.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌左邊/23.png,303494,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,23,舌中,/Users/yuchiwu/Desktop/tongue_project/images_json/23.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌中/23.png,729640,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,23,舌右邊,/Users/yuchiwu/Desktop/tongue_project/images_json/23.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌右邊/23.png,320128,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,24,舌根,/Users/yuchiwu/Desktop/tongue_project/images_json/24.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌根/24.png,321046,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,24,舌尖,/Users/yuchiwu/Desktop/tongue_project/images_json/24.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌尖/24.png,210268,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,24,舌左邊,/Users/yuchiwu/Desktop/tongue_project/images_json/24.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌左邊/24.png,235462,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,24,舌中,/Users/yuchiwu/Desktop/tongue_project/images_json/24.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌中/24.png,553146,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,24,舌右邊,/Users/yuchiwu/Desktop/tongue_project/images_json/24.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌右邊/24.png,246841,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,26,舌根,/Users/yuchiwu/Desktop/tongue_project/images_json/26.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌根/26.png,361018,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,26,舌尖,/Users/yuchiwu/Desktop/tongue_project/images_json/26.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌尖/26.png,224198,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,26,舌左邊,/Users/yuchiwu/Desktop/tongue_project/images_json/26.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌左邊/26.png,329671,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,26,舌中,/Users/yuchiwu/Desktop/tongue_project/images_json/26.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌中/26.png,764211,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,26,舌右邊,/Users/yuchiwu/Desktop/tongue_project/images_json/26.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌右邊/26.png,332471,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,27,舌根,/Users/yuchiwu/Desktop/tongue_project/images_json/27.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌根/27.png,492681,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,27,舌尖,/Users/yuchiwu/Desktop/tongue_project/images_json/27.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌尖/27.png,438014,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,27,舌左邊,/Users/yuchiwu/Desktop/tongue_project/images_json/27.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌左邊/27.png,486750,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,27,舌中,/Users/yuchiwu/Desktop/tongue_project/images_json/27.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌中/27.png,1065128,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,27,舌右邊,/Users/yuchiwu/Desktop/tongue_project/images_json/27.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌右邊/27.png,439769,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,29,舌根,/Users/yuchiwu/Desktop/tongue_project/images_json/29.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌根/29.png,213049,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,29,舌尖,/Users/yuchiwu/Desktop/tongue_project/images_json/29.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌尖/29.png,178950,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,29,舌左邊,/Users/yuchiwu/Desktop/tongue_project/images_json/29.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌左邊/29.png,199802,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,29,舌中,/Users/yuchiwu/Desktop/tongue_project/images_json/29.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌中/29.png,480000,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,29,舌右邊,/Users/yuchiwu/Desktop/tongue_project/images_json/29.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌右邊/29.png,214464,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,30,舌根,/Users/yuchiwu/Desktop/tongue_project/images_json/30.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌根/30.png,231950,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,30,舌尖,/Users/yuchiwu/Desktop/tongue_project/images_json/30.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌尖/30.png,132921,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,30,舌左邊,/Users/yuchiwu/Desktop/tongue_project/images_json/30.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌左邊/30.png,165262,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,30,舌中,/Users/yuchiwu/Desktop/tongue_project/images_json/30.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌中/30.png,387590,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,30,舌右邊,/Users/yuchiwu/Desktop/tongue_project/images_json/30.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌右邊/30.png,131755,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,31,舌根,/Users/yuchiwu/Desktop/tongue_project/images_json/31.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌根/31.png,201749,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,31,舌尖,/Users/yuchiwu/Desktop/tongue_project/images_json/31.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌尖/31.png,178799,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,31,舌左邊,/Users/yuchiwu/Desktop/tongue_project/images_json/31.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌左邊/31.png,215334,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,31,舌中,/Users/yuchiwu/Desktop/tongue_project/images_json/31.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌中/31.png,451820,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,31,舌右邊,/Users/yuchiwu/Desktop/tongue_project/images_json/31.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌右邊/31.png,182207,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,32,舌根,/Users/yuchiwu/Desktop/tongue_project/images_json/32.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌根/32.png,233151,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,32,舌尖,/Users/yuchiwu/Desktop/tongue_project/images_json/32.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌尖/32.png,123092,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,32,舌左邊,/Users/yuchiwu/Desktop/tongue_project/images_json/32.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌左邊/32.png,153022,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,32,舌中,/Users/yuchiwu/Desktop/tongue_project/images_json/32.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌中/32.png,382320,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,32,舌右邊,/Users/yuchiwu/Desktop/tongue_project/images_json/32.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌右邊/32.png,131000,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,34,舌根,/Users/yuchiwu/Desktop/tongue_project/images_json/34.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌根/34.png,324962,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,34,舌尖,/Users/yuchiwu/Desktop/tongue_project/images_json/34.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌尖/34.png,193362,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,34,舌左邊,/Users/yuchiwu/Desktop/tongue_project/images_json/34.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌左邊/34.png,284913,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,34,舌中,/Users/yuchiwu/Desktop/tongue_project/images_json/34.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌中/34.png,691745,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,34,舌右邊,/Users/yuchiwu/Desktop/tongue_project/images_json/34.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌右邊/34.png,254263,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,35,舌根,/Users/yuchiwu/Desktop/tongue_project/images_json/35.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌根/35.png,219101,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,35,舌尖,/Users/yuchiwu/Desktop/tongue_project/images_json/35.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌尖/35.png,164624,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,35,舌左邊,/Users/yuchiwu/Desktop/tongue_project/images_json/35.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌左邊/35.png,215592,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,35,舌中,/Users/yuchiwu/Desktop/tongue_project/images_json/35.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌中/35.png,459690,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,35,舌右邊,/Users/yuchiwu/Desktop/tongue_project/images_json/35.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌右邊/35.png,212621,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,36,舌根,/Users/yuchiwu/Desktop/tongue_project/images_json/36.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌根/36.png,175121,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,36,舌尖,/Users/yuchiwu/Desktop/tongue_project/images_json/36.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌尖/36.png,113109,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,36,舌左邊,/Users/yuchiwu/Desktop/tongue_project/images_json/36.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌左邊/36.png,133701,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,36,舌中,/Users/yuchiwu/Desktop/tongue_project/images_json/36.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌中/36.png,425216,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,36,舌右邊,/Users/yuchiwu/Desktop/tongue_project/images_json/36.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌右邊/36.png,131112,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,37,舌根,/Users/yuchiwu/Desktop/tongue_project/images_json/37.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌根/37.png,317662,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,37,舌尖,/Users/yuchiwu/Desktop/tongue_project/images_json/37.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌尖/37.png,277888,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,37,舌左邊,/Users/yuchiwu/Desktop/tongue_project/images_json/37.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌左邊/37.png,325713,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,37,舌中,/Users/yuchiwu/Desktop/tongue_project/images_json/37.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌中/37.png,699130,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,37,舌右邊,/Users/yuchiwu/Desktop/tongue_project/images_json/37.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌右邊/37.png,278465,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,38,舌根,/Users/yuchiwu/Desktop/tongue_project/images_json/38.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌根/38.png,288717,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,38,舌尖,/Users/yuchiwu/Desktop/tongue_project/images_json/38.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌尖/38.png,154370,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,38,舌左邊,/Users/yuchiwu/Desktop/tongue_project/images_json/38.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌左邊/38.png,188405,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,38,舌中,/Users/yuchiwu/Desktop/tongue_project/images_json/38.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌中/38.png,554250,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,38,舌右邊,/Users/yuchiwu/Desktop/tongue_project/images_json/38.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌右邊/38.png,188276,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,39,舌根,/Users/yuchiwu/Desktop/tongue_project/images_json/39.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌根/39.png,277365,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
tip_middle_root_1_3_1,39,舌尖,/Users/yuchiwu/Desktop/tongue_project/images_json/39.jpg,/Users/yuchiwu/Desktop/tongue_project/output/tip_middle_root_1_3_1/regions/舌尖/39.png,153963,0.2,0.6000000000000001,0.2,0.25,0.5,0.25
